"cv_set","X0_start","X0","Xb","gmax","pet_a","pet_b","C","alpha","beta","ABAM","CANO","OTHR","TSHE","TSME","sigma","NLL","mse"
1,15,13.3279085418619,2.28808615972029,2.67809470710321,3.79637477096551,2.85171056443698,0.0593969616037804,0.953165580786642,1.05808994434743,0.571065120291982,0.831045515525063,0.411372916550382,0.656808229957112,0.643485912511794,0.711999029875131,228.274405773008,0.574821152930566
2,15,15.0086847841772,1.99944652278887,2.6819255783842,2.96222411159688,2.96841856508652,0.0674717493455306,1.17462806771543,1.03189537414418,0.196702973870169,0.669427629298928,0.264778835078702,0.192861446318553,0.280021173737004,0.720158595200373,227.064230109281,0.517880494170158
3,15,17.4741146133137,1.87019642716036,1.92684388517041,4.45511524624348,2.74965360513574,1.50441499663368,0.110904845325771,3.41093096290919,0.170662824344905,0.126268552022158,0.181668379071032,0.101328095642307,0.099567469083597,0.765824320130851,242.624755585715,0.886281344379232
4,15,13.176954118241,2.11572619116129,2.20352900675249,3.58053576752872,2.86822087064844,0.0545610029933418,1.75500970152567,1.3233239901969,0.179775518946762,0.346885007391225,0.159222744430706,0.085894688784676,0.138258370549246,0.709021451255375,226.090794426682,0.530812511595404
5,15,6.60597802454754,1.94767446976349,1.83551054512598,2.83536247814894,2.72285765755922,0.127811809990615,0.893424997468138,1.27604403918174,0.131774119405031,0.475147205160837,0.810437857147346,0.0768003335499915,0.25022533325083,0.748970137094611,231.550039798681,0.601847332690816
6,15,14.2101009379276,2.25178764469221,3.91263508161812,3.94217934824161,2.9625396692645,0.0289315501488229,1.06915152937847,0.117195014590874,0.0771779627614139,0.551495544227916,0.535843147758055,0.408482703117995,0.281687786397936,0.668419850464263,226.662350293523,0.453233440207147
7,15,15.0983816458686,2.59198137000601,2.76133446603848,4.16354502042832,2.02621746211399,0.0408528437563076,1.43218274651072,0.806541797408306,0.0531187371218069,0.563856073605718,0.833698681324073,0.262860918484065,0.128961234713888,0.669191648573288,229.023816713615,0.437973921587479
8,15,14.1055638360557,2.20336168685903,2.1701357733929,3.82195541636291,2.87265699150854,0.0441450987702707,0.834654877712192,0.934368834922302,0.807367460662896,0.824277795544032,0.132533239962505,0.192282702741859,0.14915144948699,0.720875572106079,229.656238366617,0.564620757544877
9,15,15.3097724191911,2.17115510310617,2.59178013155985,3.53187183960851,2.17389516971249,0.0638743642303424,0.853896021688566,0.792648164450162,0.205239006783926,0.789159683365994,0.247428336491295,0.491424102900228,0.23595901171708,0.677080547528347,228.214959578303,0.56078245782087
10,15,14.9958504630635,2.67581864691793,2.54657271833535,4.13710276166033,2.79238039128582,0.0325708913649749,1.12057711751947,0.47582486927604,0.100470690535095,0.590441686550981,0.124805923529344,0.574600108404052,0.259874530897977,0.705229795924622,227.155363241608,0.524044175851514
1,20,20.4624974145398,2.28997045619227,2.44991899601954,2.20850600488841,2.8435936321523,0.0661086945447082,0.931622413258373,1.22858864690478,0.381656269325007,0.761770734603659,0.0371377522715557,0.305271693501406,0.247558568833896,0.731914330428837,231.907414905724,0.645884298008745
2,20,21.8116338314709,1.96224704413254,3.54407115691936,3.69900821708407,1.67389584849179,0.0372016360722201,1.42027613468308,0.864763765531364,0.119839991039297,0.831908973822258,0.211177830509558,0.508662522642951,0.205584517820046,0.737811356333218,227.194738268007,0.490237310628058
3,20,16.4963702259205,2.61897147703863,2.51675415480813,3.30802785035417,2.52022232152296,0.0589842002985017,1.37808578173087,1.16787442686403,0.43055098094572,0.515032887240501,0.684988639234238,0.0775773177555498,0.237432166227816,0.676708383088797,227.831420024699,0.574160548919414
4,20,18.6957998903345,2.08585229547528,1.85508893617904,4.18696286013893,2.70543856416891,0.0112213808227183,2.54370286199193,2.11396642925238,0.653854019856944,0.457892504379191,0.158004452387166,0.19342261497657,0.331542707397446,0.727034637723465,233.485329418983,0.610143945547746
5,20,14.7708624132211,2.95025606944009,2.21953502299309,3.63455599248145,1.86756498276905,0.084285585742729,0.775579685656395,1.09092178160976,0.445751543311859,0.824269135221821,0.404669859628141,0.549085808804815,0.192920501853759,0.748057956108832,230.521474335857,0.645927483666957
6,20,18.6376079840708,2.47513707319003,2.31376824768075,3.30335589335852,2.8683261174199,0.0195633018191877,2.04799986576547,1.14550270101013,0.245474556630476,0.469007147851624,0.309066067312221,0.0912203250158267,0.269240604211585,0.739901916355489,226.593166680535,0.527161281239124
7,20,17.5337314603053,2.43042740395676,2.26381459437609,3.19228495509424,2.96976522357222,0.0425008035130248,1.40321279920651,1.37752835860933,0.684425754746512,0.631957352669907,0.110835275533389,0.34808469102375,0.267802003177462,0.713645049661334,228.923409822697,0.625707018984394
8,20,20.2412498741072,2.38927308763692,2.32946116312406,4.03693734874792,2.41963516996718,0.0274054381837755,1.77820598495422,1.08532345757814,0.107005306620513,0.507459990061116,0.72324424852374,0.306283906131927,0.155737621336816,0.727885196720345,228.060166626474,0.511451779111875
9,20,19.5112490058033,2.55331603758028,2.44294209387599,3.32941963181664,2.97121913695299,0.0169561609222882,1.67711617963743,1.00513869383215,0.455135879530579,0.833221934494774,0.385757783082273,0.606468514252959,0.677961306017629,0.718463689295425,227.787593126863,0.560895915987256
10,20,20.091182967924,2.50974318517806,2.77678623340242,3.76066839767659,2.56602555924115,0.0352174395752371,1.27567337728974,0.591475788976175,0.00591294837101713,0.629609030218665,0.384289159607961,0.575685802905851,0.157941609711243,0.708138584713736,225.651608978247,0.511266384320265
1,25,28.1452237475048,2.43545577018932,1.67046768222955,3.91585910286701,2.74282026624676,0.11385718463829,0.457553457743826,3.45267028049097,0.57228861916551,0.74608296102613,0.88441916718584,0.480256719522784,0.389739050427658,0.756037552518822,238.7059536618,0.762013961302092
2,25,25.5560329007996,2.62355721127501,2.90127673915925,4.03800438661318,2.93900011913171,0.0239640668123518,1.13046003638473,0.460195036465592,0.15934975782205,0.913865699242316,0.373507882167831,0.353498640739322,0.278927584426568,0.678127177206327,226.884228758767,0.447403738974499
3,25,25.3819337833576,2.14871850706883,2.94200526848783,3.50049063427859,2.18204402032504,0.0196541292036347,1.41635033226418,0.68809791562834,0.0801807452052421,0.978383556538499,0.247746000980911,0.202408309189805,0.152595184885855,0.659067679310946,225.850487785232,0.435368452918189
4,25,20.6789644296819,2.14092417187602,5.87981236612142,3.36932104234817,1.2020305584475,0.0113575790318679,2.03898906262482,0.686261732870229,0.242913953358754,0.900483853650423,0.869349782050478,0.563046070676053,0.422030419548314,0.69260765388571,224.513600891864,0.515725704617829
5,25,29.1108320344229,2.18958124202706,6.27747341840238,4.93994544383734,2.92848191213929,0.0419309893227608,1.98283382753378,1.00631943932456,0.177216472526694,0.422559445020251,0.726900273242815,0.356049887383446,0.206684706413307,0.665836580940902,231.468998487032,0.418386961410819
6,25,27.2395850249197,2.54791153499363,2.52074486705947,3.72194223901627,2.14665431075665,0.0604324114699613,1.22605412453543,1.31300061911486,0.444487093394876,0.754767695847118,0.126397710649502,0.202615991476077,0.309973663424219,0.722400370478896,228.595537045855,0.562740450989109
7,25,24.8577683971623,2.63325486420558,2.76613911885056,3.9237912499514,2.93181228693334,0.0338232699621827,0.598402122221106,0.315501148193075,0.123842120581757,0.928352562612032,0.484703071455043,0.958767396774275,0.606005516485837,0.705226690334275,229.844584767142,0.575335750386787
8,25,28.1917836089184,2.37713267791205,2.62830484174267,4.09532582655978,1.89787933661128,0.0026690910533778,3.32228307576537,1.89494799894781,0.639601072755001,0.964030657664665,0.151853519749626,0.763411940322886,0.196782010104777,0.73969252868706,234.43461076741,0.54474742204803
9,25,27.0537027575313,2.61329102717971,2.46074771971498,3.87903606998355,2.81702868357393,0.0441831149220711,1.22607359329159,1.31232034565854,0.619155081693568,0.920376125882652,0.979304462239021,0.325056741014748,0.343857935187153,0.688385584803279,228.392371420858,0.560428516557683
10,25,27.6593367863699,2.36550210559344,2.88183898590883,4.23036406768447,2.42243934648742,0.0510225862538653,1.51934419825352,1.21601684592208,0.226132987738209,0.529083647340443,0.636511389854146,0.181813960772,0.350198718531582,0.732139620943104,229.077448113881,0.487693585034331
